question,intent
Describe Sage's Mask,item_info
Tell me about Sage's Mask,item_info
Info about Sage's Mask,item_info
What is Sage's Mask in Dota 2?,item_info
What does Sage's Mask do in Dota?,item_info
How does Sage's Mask work in Dota 2?,item_info
Explain what Sage's Mask does,item_info
What does Sage's Mask give?,item_info
Stats for Sage's Mask?,item_info
Info on Sage's Mask,item_info
What is Sange?,item_info
What does Sange do?,item_info
Explain Sange,item_info
How does Sange work?,item_info
Describe Sange,item_info
Tell me about Sange,item_info
Info about Sange,item_info
What is Sange in Dota 2?,item_info
What does Sange do in Dota?,item_info
How does Sange work in Dota 2?,item_info
Explain what Sange does,item_info
What does Sange give?,item_info
Stats for Sange?,item_info
Info on Sange,item_info
What is Sange and Yasha?,item_info
What does Sange and Yasha do?,item_info
Explain Sange and Yasha,item_info
How does Sange and Yasha work?,item_info
Describe Sange and Yasha,item_info
Tell me about Sange and Yasha,item_info
Info about Sange and Yasha,item_info
What is Sange and Yasha in Dota 2?,item_info
What does Sange and Yasha do in Dota?,item_info
How does Sange and Yasha work in Dota 2?,item_info
Explain what Sange and Yasha does,item_info
What does Sange and Yasha give?,item_info
Stats for Sange and Yasha?,item_info
Info on Sange and Yasha,item_info
What is Satanic?,item_info
What does Satanic do?,item_info
Explain Satanic,item_info
How does Satanic work?,item_info
Describe Satanic,item_info
Tell me about Satanic,item_info
Info about Satanic,item_info
What is Satanic in Dota 2?,item_info
What does Satanic do in Dota?,item_info
How does Satanic work in Dota 2?,item_info
Explain what Satanic does,item_info
What does Satanic give?,item_info
Stats for Satanic?,item_info
Info on Satanic,item_info
What is Scrying Shovel?,item_info
What does Scrying Shovel do?,item_info
Explain Scrying Shovel,item_info
How does Scrying Shovel work?,item_info
Describe Scrying Shovel,item_info
Tell me about Scrying Shovel,item_info
Info about Scrying Shovel,item_info
What is Scrying Shovel in Dota 2?,item_info
What does Scrying Shovel do in Dota?,item_info
How does Scrying Shovel work in Dota 2?,item_info
Explain what Scrying Shovel does,item_info
What does Scrying Shovel give?,item_info
Stats for Scrying Shovel?,item_info
Info on Scrying Shovel,item_info
What is Scythe of Vyse?,item_info
What does Scythe of Vyse do?,item_info
Explain Scythe of Vyse,item_info
How does Scythe of Vyse work?,item_info
Describe Scythe of Vyse,item_info
Tell me about Scythe of Vyse,item_info
Info about Scythe of Vyse,item_info
What is Scythe of Vyse in Dota 2?,item_info
What does Scythe of Vyse do in Dota?,item_info
How does Scythe of Vyse work in Dota 2?,item_info
Explain what Scythe of Vyse does,item_info
What does Scythe of Vyse give?,item_info
Stats for Scythe of Vyse?,item_info
Info on Scythe of Vyse,item_info
What is Searing Signet?,item_info
What does Searing Signet do?,item_info
Explain Searing Signet,item_info
How does Searing Signet work?,item_info
Describe Searing Signet,item_info
Tell me about Searing Signet,item_info
Info about Searing Signet,item_info
What is Searing Signet in Dota 2?,item_info
What does Searing Signet do in Dota?,item_info
How does Searing Signet work in Dota 2?,item_info
Explain what Searing Signet does,item_info
What does Searing Signet give?,item_info
Stats for Searing Signet?,item_info
Info on Searing Signet,item_info
What is Seeds of Serenity?,item_info
What does Seeds of Serenity do?,item_info
Explain Seeds of Serenity,item_info
How does Seeds of Serenity work?,item_info
Describe Seeds of Serenity,item_info
Tell me about Seeds of Serenity,item_info
Info about Seeds of Serenity,item_info
What is Seeds of Serenity in Dota 2?,item_info
What does Seeds of Serenity do in Dota?,item_info
How does Seeds of Serenity work in Dota 2?,item_info
Explain what Seeds of Serenity does,item_info
What does Seeds of Serenity give?,item_info
Stats for Seeds of Serenity?,item_info
Info on Seeds of Serenity,item_info
What is Seer Stone?,item_info
What does Seer Stone do?,item_info
Explain Seer Stone,item_info
How does Seer Stone work?,item_info
Describe Seer Stone,item_info
Tell me about Seer Stone,item_info
Info about Seer Stone,item_info
What is Seer Stone in Dota 2?,item_info
What does Seer Stone do in Dota?,item_info
How does Seer Stone work in Dota 2?,item_info
Explain what Seer Stone does,item_info
What does Seer Stone give?,item_info
Stats for Seer Stone?,item_info
Info on Seer Stone,item_info
What is Sentry Ward?,item_info
What does Sentry Ward do?,item_info
Explain Sentry Ward,item_info
How does Sentry Ward work?,item_info
Describe Sentry Ward,item_info
Tell me about Sentry Ward,item_info
Info about Sentry Ward,item_info
What is Sentry Ward in Dota 2?,item_info
What does Sentry Ward do in Dota?,item_info
How does Sentry Ward work in Dota 2?,item_info
Explain what Sentry Ward does,item_info
What does Sentry Ward give?,item_info
Stats for Sentry Ward?,item_info
Info on Sentry Ward,item_info
What is Serrated Shiv?,item_info
What does Serrated Shiv do?,item_info
Explain Serrated Shiv,item_info
How does Serrated Shiv work?,item_info
Describe Serrated Shiv,item_info
Tell me about Serrated Shiv,item_info
Info about Serrated Shiv,item_info
What is Serrated Shiv in Dota 2?,item_info
What does Serrated Shiv do in Dota?,item_info
How does Serrated Shiv work in Dota 2?,item_info
Explain what Serrated Shiv does,item_info
What does Serrated Shiv give?,item_info
Stats for Serrated Shiv?,item_info
Info on Serrated Shiv,item_info
What is Shadow Amulet?,item_info
What does Shadow Amulet do?,item_info
Explain Shadow Amulet,item_info
How does Shadow Amulet work?,item_info
Describe Shadow Amulet,item_info
Tell me about Shadow Amulet,item_info
Info about Shadow Amulet,item_info
What is Shadow Amulet in Dota 2?,item_info
What does Shadow Amulet do in Dota?,item_info
How does Shadow Amulet work in Dota 2?,item_info
Explain what Shadow Amulet does,item_info
What does Shadow Amulet give?,item_info
Stats for Shadow Amulet?,item_info
Info on Shadow Amulet,item_info
What is Shadow Blade?,item_info
What does Shadow Blade do?,item_info
Explain Shadow Blade,item_info
How does Shadow Blade work?,item_info
Describe Shadow Blade,item_info
Tell me about Shadow Blade,item_info
Info about Shadow Blade,item_info
What is Shadow Blade in Dota 2?,item_info
What does Shadow Blade do in Dota?,item_info
How does Shadow Blade work in Dota 2?,item_info
Explain what Shadow Blade does,item_info
What does Shadow Blade give?,item_info
Stats for Shadow Blade?,item_info
Info on Shadow Blade,item_info
What is Shadow of Vengeance?,item_info
What does Shadow of Vengeance do?,item_info
Explain Shadow of Vengeance,item_info
How does Shadow of Vengeance work?,item_info
Describe Shadow of Vengeance,item_info
Tell me about Shadow of Vengeance,item_info
Info about Shadow of Vengeance,item_info
What is Shadow of Vengeance in Dota 2?,item_info
What does Shadow of Vengeance do in Dota?,item_info
How does Shadow of Vengeance work in Dota 2?,item_info
Explain what Shadow of Vengeance does,item_info
What does Shadow of Vengeance give?,item_info
Stats for Shadow of Vengeance?,item_info
Info on Shadow of Vengeance,item_info
What is Shiva's Guard?,item_info
What does Shiva's Guard do?,item_info
Explain Shiva's Guard,item_info
How does Shiva's Guard work?,item_info
Describe Shiva's Guard,item_info
Tell me about Shiva's Guard,item_info
Info about Shiva's Guard,item_info
What is Shiva's Guard in Dota 2?,item_info
What does Shiva's Guard do in Dota?,item_info
How does Shiva's Guard work in Dota 2?,item_info
Explain what Shiva's Guard does,item_info
What does Shiva's Guard give?,item_info
Stats for Shiva's Guard?,item_info
Info on Shiva's Guard,item_info
What is Silver Edge?,item_info
What does Silver Edge do?,item_info
Explain Silver Edge,item_info
How does Silver Edge work?,item_info
Describe Silver Edge,item_info
Tell me about Silver Edge,item_info
Info about Silver Edge,item_info
What is Silver Edge in Dota 2?,item_info
What does Silver Edge do in Dota?,item_info
How does Silver Edge work in Dota 2?,item_info
Explain what Silver Edge does,item_info
What does Silver Edge give?,item_info
Stats for Silver Edge?,item_info
Info on Silver Edge,item_info
What is Sister's Shroud?,item_info
What does Sister's Shroud do?,item_info
Explain Sister's Shroud,item_info
How does Sister's Shroud work?,item_info
Describe Sister's Shroud,item_info
Tell me about Sister's Shroud,item_info
Info about Sister's Shroud,item_info
What is Sister's Shroud in Dota 2?,item_info
What does Sister's Shroud do in Dota?,item_info
How does Sister's Shroud work in Dota 2?,item_info
Explain what Sister's Shroud does,item_info
What does Sister's Shroud give?,item_info
Stats for Sister's Shroud?,item_info
Info on Sister's Shroud,item_info
What is Skull Basher?,item_info
What does Skull Basher do?,item_info
Explain Skull Basher,item_info
How does Skull Basher work?,item_info
Describe Skull Basher,item_info
Tell me about Skull Basher,item_info
Info about Skull Basher,item_info
What is Skull Basher in Dota 2?,item_info
What does Skull Basher do in Dota?,item_info
How does Skull Basher work in Dota 2?,item_info
Explain what Skull Basher does,item_info
What does Skull Basher give?,item_info
Stats for Skull Basher?,item_info
Info on Skull Basher,item_info
What is Slippers of Agility?,item_info
What does Slippers of Agility do?,item_info
Explain Slippers of Agility,item_info
How does Slippers of Agility work?,item_info
Describe Slippers of Agility,item_info
Tell me about Slippers of Agility,item_info
Info about Slippers of Agility,item_info
What is Slippers of Agility in Dota 2?,item_info
What does Slippers of Agility do in Dota?,item_info
How does Slippers of Agility work in Dota 2?,item_info
Explain what Slippers of Agility does,item_info
What does Slippers of Agility give?,item_info
Stats for Slippers of Agility?,item_info
Info on Slippers of Agility,item_info
What is Smoke of Deceit?,item_info
What does Smoke of Deceit do?,item_info
Explain Smoke of Deceit,item_info
How does Smoke of Deceit work?,item_info
Describe Smoke of Deceit,item_info
Tell me about Smoke of Deceit,item_info
Info about Smoke of Deceit,item_info
What is Smoke of Deceit in Dota 2?,item_info
What does Smoke of Deceit do in Dota?,item_info
How does Smoke of Deceit work in Dota 2?,item_info
Explain what Smoke of Deceit does,item_info
What does Smoke of Deceit give?,item_info
Stats for Smoke of Deceit?,item_info
Info on Smoke of Deceit,item_info
What is Solar Crest?,item_info
What does Solar Crest do?,item_info
Explain Solar Crest,item_info
How does Solar Crest work?,item_info
Describe Solar Crest,item_info
Tell me about Solar Crest,item_info
Info about Solar Crest,item_info
What is Solar Crest in Dota 2?,item_info
What does Solar Crest do in Dota?,item_info
How does Solar Crest work in Dota 2?,item_info
Explain what Solar Crest does,item_info
What does Solar Crest give?,item_info
Stats for Solar Crest?,item_info
Info on Solar Crest,item_info
What is Soul Booster?,item_info
What does Soul Booster do?,item_info
Explain Soul Booster,item_info
How does Soul Booster work?,item_info
Describe Soul Booster,item_info
Tell me about Soul Booster,item_info
Info about Soul Booster,item_info
What is Soul Booster in Dota 2?,item_info
What does Soul Booster do in Dota?,item_info
How does Soul Booster work in Dota 2?,item_info
Explain what Soul Booster does,item_info
What does Soul Booster give?,item_info
Stats for Soul Booster?,item_info
Info on Soul Booster,item_info
What is Soul Ring?,item_info
What does Soul Ring do?,item_info
Explain Soul Ring,item_info
How does Soul Ring work?,item_info
Describe Soul Ring,item_info
Tell me about Soul Ring,item_info
Info about Soul Ring,item_info
What is Soul Ring in Dota 2?,item_info
What does Soul Ring do in Dota?,item_info
How does Soul Ring work in Dota 2?,item_info
Explain what Soul Ring does,item_info
What does Soul Ring give?,item_info
Stats for Soul Ring?,item_info
Info on Soul Ring,item_info
What is Spark of Courage?,item_info
What does Spark of Courage do?,item_info
Explain Spark of Courage,item_info
How does Spark of Courage work?,item_info
Describe Spark of Courage,item_info
Tell me about Spark of Courage,item_info
Info about Spark of Courage,item_info
What is Spark of Courage in Dota 2?,item_info
What does Spark of Courage do in Dota?,item_info
How does Spark of Courage work in Dota 2?,item_info
Explain what Spark of Courage does,item_info
What does Spark of Courage give?,item_info
Stats for Spark of Courage?,item_info
Info on Spark of Courage,item_info
What is Specialist's Array?,item_info
What does Specialist's Array do?,item_info
Explain Specialist's Array,item_info
How does Specialist's Array work?,item_info
Describe Specialist's Array,item_info
Tell me about Specialist's Array,item_info
Info about Specialist's Array,item_info
What is Specialist's Array in Dota 2?,item_info
What does Specialist's Array do in Dota?,item_info
How does Specialist's Array work in Dota 2?,item_info
Explain what Specialist's Array does,item_info
What does Specialist's Array give?,item_info
Stats for Specialist's Array?,item_info
Info on Specialist's Array,item_info
What is Spell Prism?,item_info
